strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 266	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
7758	KNO2.43	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	2	3	3	2	3	3	2	1	1	1	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	0	1	1	3	1	1	1	2	3	1	1	1	4	4	4	0	3	3	3	1	3	4	2	3	1	2	2	3	3	1	4	4	4	2	3	1	2	4	1	4	3	4	1	2	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	1	0	3	3	1	2	2	3	1	1	3	0	3	4	1	1	0	1	0	1
7759	KNO2.44	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	2	1	1	3	3	1	3	3	2	4	1	4	1	4	3	4	2	1	3	0	3	3	1	1	1	1	2	3	1	4	1	4	4	2	0	1	4	3	0	1	4	2	3	1	2	2	4	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	3	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
7762	KNO2.47	3	2	3	4	3	2	3	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	1	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	4	1	3	1	3	3	1	4	1	4	2	1	1	4	1	4	1	2	0	1	4	3	1	1	4	2	3	1	1	1	4	4	3	4	4	4	2	3	1	2	3	1	4	3	4	2	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	1	4	1	1	0	3	1	1
7765	KNO2.51	3	2	1	0	3	2	3	1	2	2	4	1	3	4	2	3	1	3	2	1	2	4	2	3	4	3	1	1	1	3	1	3	2	0	4	1	2	1	3	2	3	3	4	3	3	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	0	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	0	4	3	4	2	1	2	4	4	1	3	4	3	4	2	3	3	4	1	3	3	1	1	3	1	3	2	1	2	4	1	1	1	4	0	3	2	1	1	0	3	0	1
7768	KNO2.55	3	2	0	0	3	2	3	1	2	2	4	1	1	4	2	3	0	0	2	2	2	2	2	3	4	2	1	1	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	4	1	0	0	1	1	3	4	4	4	2	1	1	4	1	4	1	2	0	1	4	3	0	1	4	2	3	1	1	2	4	0	3	4	4	4	4	3	1	0	3	1	4	0	4	0	4	4	1	3	4	3	0	4	1	3	10	3	4	4	3	1	3	1	3	0	1	0	0	3	3	3	3	0	3	4	1	1	0	3	0	1
7769	KNO2.56	1	1	1	0	3	4	1	1	4	2	2	3	1	4	2	3	1	0	4	2	2	4	4	0	4	0	4	3	2	1	3	4	4	0	4	3	2	3	3	2	3	3	2	0	3	3	3	1	3	3	2	4	2	2	2	4	3	4	2	1	3	0	3	3	1	4	1	4	2	3	1	1	1	4	4	4	0	3	3	3	0	3	2	0	3	1	2	2	4	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	4	4	1	3	4	3	2	2	3	1	4	3	4	4	3	1	3	1	3	0	1	0	2	3	3	3	3	0	3	2	1	1	0	1	0	1
7770	KNO2.57	0	2	0	0	1	2	1	0	0	2	4	1	1	4	2	3	1	0	4	2	2	0	4	0	0	3	1	0	0	3	3	3	2	0	4	1	0	3	3	2	0	0	4	1	0	3	0	0	3	3	0	0	1	4	1	4	0	4	0	1	0	0	3	0	1	4	1	4	2	1	1	4	1	4	1	2	0	0	4	3	0	1	4	0	3	1	0	1	4	0	3	4	4	4	2	3	0	0	3	1	0	0	4	0	0	4	0	3	4	3	0	4	0	3	3	3	4	4	0	1	0	0	3	0	1	0	0	3	3	3	3	0	3	0	0	1	0	3	0	0
7771	KNO2.58	3	2	1	0	3	2	0	1	2	2	4	0	0	4	0	3	1	0	9	2	2	0	9	0	4	3	0	3	2	1	3	4	0	0	4	1	2	1	3	2	3	0	4	0	3	3	1	0	3	3	2	4	0	4	0	4	0	0	2	1	0	0	1	3	3	4	1	4	2	1	1	4	1	4	0	2	0	1	4	3	0	1	0	0	3	1	1	1	3	0	1	4	4	4	2	3	1	0	0	3	0	0	1	0	0	4	1	3	4	3	0	2	3	3	10	1	3	0	6	1	0	0	3	0	1	0	0	1	1	1	4	0	3	2	0	1	0	3	0	1
7772	KNO2.59	0	2	1	0	3	2	3	0	0	2	4	1	3	4	2	3	1	0	2	1	2	4	2	3	4	3	1	0	1	3	1	3	2	0	4	1	2	1	3	2	3	3	4	3	0	3	0	0	3	3	0	4	1	4	1	4	3	4	2	1	10	0	0	3	3	4	1	4	2	1	1	4	1	4	4	2	0	0	4	3	0	1	4	2	3	1	0	1	3	3	1	4	4	4	2	3	0	0	4	3	0	0	1	0	4	4	0	3	4	3	0	2	3	3	4	1	3	0	0	1	3	1	3	0	1	0	0	1	1	1	4	0	3	2	1	1	0	3	0	0
7776	KNO2.63	3	2	6	0	3	2	3	1	2	2	4	1	6	4	2	3	1	0	2	5	2	9	2	3	4	2	1	1	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	0	1	3	0	1	1	3	4	7	4	2	1	1	4	1	4	7	2	0	1	4	3	0	1	4	2	3	1	1	2	10	10	6	4	4	4	9	3	1	0	3	1	4	3	4	2	4	4	1	3	4	3	0	9	6	3	10	6	10	0	6	1	3	1	3	2	1	5	9	6	6	6	10	0	3	9	1	1	0	3	0	1
7777	KNO2.65	0	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	1	3	2	1	2	2	2	1	4	2	1	1	1	3	1	3	2	1	4	1	2	1	3	2	3	3	4	3	1	3	1	3	3	1	2	2	1	2	2	4	1	2	2	2	3	1	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	3	3	3	3	1	2	4	1	1	1	1	3	3	1	4	4	4	4	3	3	2	3	3	2	2	4	2	2	4	1	3	4	3	4	4	1	3	3	3	4	4	3	3	3	1	1	3	1	2	4	1	1	1	4	0	3	2	1	1	0	3	1	1
7778	KNO2.66	0	2	0	0	3	2	3	0	0	2	4	1	1	4	2	3	1	0	4	2	2	0	4	1	4	3	1	0	1	3	3	3	2	0	4	1	4	3	3	2	3	3	2	1	0	3	0	0	3	3	0	0	1	4	1	4	0	4	0	1	10	0	3	3	1	4	1	4	2	1	1	4	1	4	1	2	0	0	4	3	0	1	0	0	3	1	0	1	4	0	3	4	4	4	2	3	0	0	3	1	9	0	4	0	4	4	0	3	4	3	0	4	1	3	3	3	4	4	0	1	0	0	3	0	1	0	0	3	3	3	3	0	1	4	0	1	0	3	0	0
7781	KNO2.70	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	1	4	3	1	0	1	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	3	3	1	2	2	1	2	2	4	3	4	2	1	0	0	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	3	3	3	0	1	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	0	4	3	0	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	3	3	1	1	3	1	0	4	1	1	1	4	0	3	2	1	1	0	3	0	1
7785	KNO2.74	0	2	3	0	3	2	3	1	2	2	4	1	1	4	2	3	0	0	2	2	2	2	2	3	4	2	1	1	1	3	3	3	2	0	4	0	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	0	1	10	0	1	1	3	4	4	4	2	1	1	4	1	4	1	2	0	1	4	3	1	1	4	2	3	1	1	2	4	0	3	4	4	4	4	3	1	0	3	1	4	3	4	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	1
7787	KNO2.77	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	2	0	2	2	2	2	2	3	4	2	1	1	1	3	3	3	2	0	4	1	4	3	3	2	3	1	4	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	4	4	2	1	1	4	1	4	1	2	0	1	4	3	0	1	4	2	3	1	1	1	4	0	3	4	4	4	4	3	1	0	3	6	0	0	7	0	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
7804	ME3.07	0	1	3	0	3	4	3	4	2	2	2	3	1	4	2	3	1	0	4	1	4	4	2	3	4	2	1	1	1	1	3	4	4	0	2	3	2	3	3	0	3	3	4	1	1	3	3	3	4	3	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	0	3	1	4	0	1	0	2	1	1	3	4	2	2	2	1	3	3	3	4	4	3	1	3	1	3	2	1	0	2	3	1	3	3	0	3	2	1	1	0	1	0	1
7806	ME3.10	1	1	3	0	3	4	3	4	2	2	2	3	1	4	4	4	1	2	4	1	4	4	2	3	4	2	1	1	1	1	3	4	4	0	2	3	2	3	3	0	3	1	4	1	3	3	1	1	3	3	2	4	1	4	1	4	3	4	4	1	3	0	3	3	1	4	1	4	4	1	1	1	1	4	4	4	0	3	4	3	1	3	2	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	3	1	4	2	1	2	2	1	2	3	2	2	2	2	1	3	3	3	3	3	1	1	1	1	1	3	3	1	2	3	3	3	3	0	3	2	1	1	0	1	1	1
7808	ME3.12	0	1	3	0	3	4	0	0	0	2	2	3	1	4	0	4	1	0	4	0	4	0	2	3	4	2	0	0	1	1	3	4	0	0	2	3	2	3	3	2	3	0	4	0	0	0	0	0	4	3	4	4	0	0	0	4	0	0	4	2	3	0	0	3	3	4	0	1	4	0	1	1	1	4	0	0	0	3	4	3	0	3	2	0	3	3	0	2	3	0	3	4	2	4	4	0	3	0	3	1	4	0	1	0	2	1	2	3	2	2	2	2	1	3	3	3	3	3	1	1	0	0	1	0	3	0	0	3	1	3	3	0	3	2	0	1	0	1	0	1
7809	ME3.13	3	2	1	0	1	2	1	1	2	2	4	1	1	4	0	3	1	0	4	2	2	0	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	0	3	3	2	4	1	4	1	4	0	4	2	1	4	0	3	1	3	1	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	0	3	1	2	1	3	0	1	2	2	4	4	3	3	0	3	3	4	0	1	0	4	4	1	3	4	3	4	4	1	3	3	3	4	3	1	1	0	0	0	0	3	0	0	3	1	1	3	0	1	4	0	1	0	3	0	6
7810	ME3.14	1	2	3	4	3	4	3	1	4	2	4	3	3	4	4	3	1	2	2	1	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	3	1	3	3	2	4	1	4	1	4	3	4	2	1	4	2	3	1	3	1	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	4	2	3	1	2	1	3	3	1	2	2	4	4	3	3	2	3	1	4	3	1	1	4	4	1	3	4	3	4	4	1	3	3	3	4	3	1	1	3	0	3	3	3	2	4	3	1	1	3	0	3	4	1	1	0	3	1	3
7813	ME3.17	1	2	3	0	3	4	3	4	2	2	2	3	1	4	4	4	1	0	4	1	4	4	4	0	4	3	1	1	1	1	3	4	4	0	2	3	2	3	3	2	3	1	4	1	1	3	1	3	4	3	4	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	4	1	2	3	1	4	1	4	4	4	0	1	4	3	0	3	2	2	3	3	2	2	4	0	3	4	2	4	4	3	3	0	3	1	4	0	1	0	2	4	2	3	2	3	2	2	1	1	4	3	3	3	1	1	1	1	1	3	3	2	2	3	1	3	3	0	3	2	1	1	0	3	0	1
7815	ME3.19	3	2	1	0	1	2	1	1	4	2	4	3	3	4	4	3	1	0	2	1	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	3	1	3	3	2	2	2	4	1	4	3	4	2	1	4	0	3	1	3	1	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	2	3	1	1	2	3	0	1	2	2	4	4	3	3	0	3	1	4	0	1	0	4	4	2	1	2	2	2	4	1	3	4	3	4	3	1	1	3	0	3	0	3	0	4	3	1	1	3	0	1	4	1	1	0	3	0	1
7816	ME3.20	0	2	3	0	3	4	3	1	4	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	4	0	3	1	3	1	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	2	3	1	1	1	3	0	1	4	9	4	9	3	6	0	3	1	4	3	1	1	4	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	0	6	3	3	2	4	3	1	1	3	0	3	4	1	1	0	3	0	1
7818	ME3.22	0	1	1	0	3	2	3	1	2	3	2	3	1	4	2	3	0	0	2	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	3	3	3	3	4	4	1	4	1	2	3	4	4	1	3	0	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	1	3	3	0	3	4	2	3	1	1	1	3	0	1	4	4	4	2	3	1	0	4	3	0	0	1	0	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	2	1	0	2	3	3	3	3	0	3	4	1	1	0	1	0	1
7819	ME3.23	0	2	0	0	3	4	3	0	0	2	4	3	3	4	4	3	1	0	2	1	2	4	4	0	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	0	3	0	0	3	3	0	2	2	4	1	4	3	4	0	1	4	0	3	1	3	1	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	0	0	3	1	0	1	3	0	1	2	2	4	4	3	3	0	3	1	4	0	1	0	4	4	2	1	2	2	2	4	1	3	4	3	4	0	1	1	3	0	3	0	1	0	0	3	1	1	3	0	1	4	1	1	0	3	0	3
7820	ME3.24	1	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	0	4	2	2	4	4	0	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	6	1	3	3	2	9	5	4	1	4	3	4	2	1	3	0	3	3	1	4	1	7	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	2	3	1	2	1	3	0	1	2	2	4	4	3	3	0	10	6	4	0	1	0	4	4	1	3	4	3	9	4	1	3	3	3	4	10	6	1	3	1	3	2	1	0	0	3	3	3	3	0	3	4	1	1	0	3	0	1
7822	ME3.26	0	2	3	0	3	4	0	0	0	2	4	3	3	0	0	3	1	0	2	0	2	0	4	0	4	3	0	0	2	1	3	4	0	0	4	3	4	1	3	2	3	0	4	0	0	0	0	0	3	3	2	4	0	0	0	4	0	0	2	1	3	0	0	3	1	4	0	4	2	0	1	4	1	4	0	0	0	1	4	3	0	0	4	0	3	1	0	1	3	0	1	2	2	4	4	0	3	0	3	1	4	0	1	0	4	0	1	3	4	3	4	4	1	3	3	3	4	3	1	0	0	0	0	0	3	0	0	3	1	1	3	0	3	4	0	1	0	3	0	1
7823	ME3.27	3	2	1	0	1	2	1	1	2	2	4	3	3	4	4	3	1	0	2	1	2	4	4	0	4	3	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	0	3	1	0	3	3	2	2	2	4	1	4	3	4	2	1	4	0	3	1	3	1	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	0	0	3	1	1	1	3	0	1	4	4	4	2	3	1	0	4	3	4	0	1	0	4	4	2	1	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	0	1	0	4	3	1	1	3	0	1	4	1	1	0	3	0	3
7824	ME3.28	1	2	3	0	3	4	3	1	4	2	4	3	3	4	4	3	1	0	2	2	2	4	4	3	4	3	1	1	2	3	1	3	2	0	2	3	4	3	3	0	3	1	4	1	3	3	3	1	3	3	4	2	1	4	1	4	1	2	2	1	4	0	3	1	3	4	1	1	2	1	1	1	1	2	1	2	0	3	4	3	0	3	2	2	1	1	1	2	3	0	1	4	2	4	4	3	3	0	3	1	4	0	1	0	4	4	2	1	2	2	2	4	1	3	4	3	4	3	1	1	3	0	6	3	3	5	2	3	3	1	3	0	1	4	1	1	0	3	0	3
7825	ME3.29	1	1	1	0	3	2	3	1	2	2	4	1	1	4	2	3	1	0	4	2	2	0	4	3	4	2	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	3	4	0	3	3	3	0	3	3	4	4	2	2	1	2	3	4	4	1	4	0	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	1	3	3	0	3	4	0	3	1	2	1	3	0	3	4	2	4	4	2	3	0	3	1	4	0	1	0	2	4	2	1	4	2	9	2	1	1	4	3	4	4	3	1	0	0	3	0	3	0	4	3	3	1	3	0	1	4	0	1	0	1	0	1
7827	ME3.31	1	1	1	3	3	2	3	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	3	4	2	1	1	2	1	3	3	2	1	2	3	4	3	3	2	3	1	4	1	3	3	3	3	3	3	4	4	2	2	1	2	6	9	9	1	4	1	1	3	3	4	1	1	2	1	1	4	1	4	4	2	0	1	4	3	3	3	2	2	3	1	5	5	3	3	1	4	2	4	4	3	3	2	3	1	0	2	1	2	2	4	2	1	4	2	4	4	1	3	4	3	4	4	3	1	3	3	3	2	3	2	4	3	3	1	3	0	1	4	1	1	0	1	1	1
7828	ME3.32	3	2	1	0	1	2	1	1	2	2	4	1	1	4	2	3	1	2	4	2	2	4	4	1	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	4	0	3	1	3	4	1	1	2	1	1	4	1	4	4	2	0	1	4	3	3	1	4	2	3	1	1	1	3	0	1	2	2	4	4	3	3	0	3	1	4	3	1	1	4	4	1	3	4	3	0	4	1	3	3	3	4	4	3	1	3	1	3	3	3	2	4	3	1	1	3	0	1	4	1	1	0	3	0	3
7829	ME3.33	1	2	3	0	3	4	3	1	4	2	4	3	3	4	4	3	1	0	2	1	2	4	4	0	2	3	1	0	1	1	3	3	2	0	2	3	4	3	3	3	3	3	2	3	3	3	3	0	3	0	2	2	2	4	1	4	3	4	2	1	4	0	3	1	3	1	1	1	2	1	1	1	1	2	1	2	0	3	4	3	0	3	2	0	1	1	2	1	4	0	1	4	4	4	4	2	3	0	3	1	0	0	4	0	0	4	1	1	2	2	2	4	1	3	4	1	4	0	1	1	3	0	0	0	3	0	0	3	1	1	3	0	1	4	0	1	0	3	0	3
7832	ME3.36	1	1	1	0	3	2	3	1	2	2	4	1	1	4	0	3	1	0	4	2	2	4	4	3	4	2	1	0	2	1	3	4	4	0	4	3	4	1	3	2	3	3	4	1	3	3	3	3	3	0	4	4	0	2	1	2	3	4	4	1	4	0	1	3	3	4	1	4	2	1	1	4	1	4	4	2	0	1	3	3	0	3	0	0	3	1	2	1	3	0	3	4	2	4	4	2	3	0	3	1	4	0	1	0	2	4	2	1	4	2	9	2	1	1	4	3	4	4	3	1	0	1	6	0	3	0	4	3	3	1	3	0	1	4	1	1	0	1	0	1
7835	ME3.39	1	2	3	0	3	4	3	1	4	2	4	3	3	4	2	3	1	0	2	1	2	4	4	1	2	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	3	2	3	3	3	3	1	3	3	2	4	1	4	1	4	3	4	2	1	4	0	3	1	3	4	1	1	2	1	1	4	1	4	4	2	0	1	4	3	0	1	0	2	3	1	2	1	4	4	1	4	4	4	4	2	3	0	3	1	4	3	4	1	4	4	1	3	4	3	4	4	1	3	4	1	4	10	1	1	3	1	3	2	1	1	2	3	3	3	3	0	1	4	1	1	0	3	0	3
7838	ME3.42	1	2	3	0	3	4	1	4	4	2	4	3	3	4	2	3	1	3	2	2	2	4	4	3	4	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	1	4	1	3	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	3	3	3	3	1	2	2	1	1	1	1	3	3	1	4	4	4	2	3	1	0	4	3	4	2	1	0	0	4	1	3	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	1	4	1	1	0	3	0	3
7843	ME3.47	0	1	3	0	3	4	3	4	2	2	2	3	1	4	2	3	1	0	4	1	4	0	2	3	4	2	1	1	1	1	3	4	4	0	2	3	2	3	3	2	3	0	4	1	1	3	3	0	4	3	4	4	1	4	1	4	0	4	2	1	0	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	0	1	9	0	3	1	1	1	3	0	1	4	4	4	2	3	1	0	3	1	0	0	1	0	2	1	1	3	4	2	2	2	1	3	0	3	4	4	3	1	0	0	3	0	1	0	0	3	1	3	3	0	3	2	0	1	0	1	0	1
7845	ME3.49	0	2	3	0	3	4	3	1	4	2	4	3	3	4	2	3	1	0	2	1	2	4	4	1	2	3	1	3	2	1	3	4	4	0	4	3	4	1	3	2	3	3	2	3	3	3	3	1	3	3	2	4	1	4	1	4	3	4	2	1	4	0	3	1	3	4	1	1	2	1	1	4	1	4	4	2	0	1	4	3	0	1	0	2	3	1	2	1	4	0	1	4	4	4	4	2	0	0	3	1	9	0	4	0	0	4	1	3	4	3	4	4	1	3	4	1	4	10	1	1	3	1	3	0	1	0	2	3	3	3	3	0	1	4	1	1	0	3	0	3
7847	ME3.51	1	5	0	3	3	4	3	1	4	2	4	3	3	4	2	3	1	2	2	1	2	4	4	1	2	3	1	3	2	1	3	4	4	1	4	3	4	1	3	2	3	3	2	3	3	3	3	3	3	3	0	4	0	0	1	9	3	4	4	1	4	1	1	3	3	4	4	1	2	3	1	4	1	4	4	2	0	1	4	3	1	6	4	2	3	1	1	1	3	3	3	4	2	4	4	2	3	2	3	1	4	3	4	1	4	4	1	3	4	3	4	2	1	3	10	6	4	0	6	1	3	1	3	2	6	2	4	3	3	0	3	0	1	4	1	1	0	3	1	3
7848	ME4.01	3	2	1	0	1	2	1	1	2	2	4	3	1	1	2	3	1	3	4	1	2	4	4	1	4	3	1	3	2	3	1	3	4	4	2	3	4	1	1	2	3	1	4	1	1	1	3	3	3	3	4	2	1	2	1	4	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	3	4	1	3	1	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	3	4	3	4	1	2	1	1	1	2	2	4	2	1	1	3	1	4	4	1	3	3	1	3	3	3	1	2	3	3	3	3	0	3	4	1	1	0	3	0	1
7853	ME4.06	1	1	1	0	3	2	0	0	0	3	2	3	1	4	2	3	2	0	2	1	2	0	4	3	4	2	1	0	2	1	3	4	0	0	4	3	4	1	3	2	3	0	4	1	0	3	3	0	3	0	4	4	0	0	1	2	0	4	4	1	4	0	1	3	3	4	4	1	2	3	1	4	1	4	4	4	0	1	3	3	0	1	4	0	3	1	1	1	3	0	3	4	2	4	4	2	3	0	3	1	4	0	1	0	2	4	1	3	4	3	4	2	1	1	4	3	4	4	3	1	0	0	3	0	1	0	0	3	3	3	3	0	1	4	0	1	0	3	0	1
7857	ME4.10	0	2	1	3	1	2	1	1	2	2	4	3	1	4	2	3	1	2	2	2	2	4	4	1	4	3	1	1	1	1	3	3	2	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	4	3	3	1	4	2	3	1	1	1	3	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	2	2	2	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	0	3	4	1	1	0	3	1	3
