strain	category	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 40	AtMSQTsnp 49	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 62	AtMSQTsnp 11	AtMSQTsnp 76	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 33	AtMSQTsnp 38	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 61	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 146	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 231	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 286	AtMSQTsnp 249	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 360	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 388	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 398	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
NTC_C09	NTC	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTC_D11	NTC	0	0	0	0	1	0	3	0	0	0	1	4	0	3	4	3	1	1	0	4	0	2	4	0	0	4	0	0	2	0	0	0	0	0	0	0	1	2	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	4	4	0	0	0	0	0	0	1	0	1	2	3	0	0	2	1	2	0	0	3	1	0	4	1	1	0	4	2	0	3	0	2	0	4	0	0	0	0	4	1	0	4	3	0	0	2	0	2	0	4	0	0	0	0	3	4	3	0	1	0	0	0	0	0	0	0	3	3	0	0	2	0	1	0	0	0	3
NTC_G05	NTC	3	2	2	4	1	3	3	1	2	4	3	4	2	2	2	1	1	4	4	4	0	1	2	1	2	4	0	4	2	1	2	2	3	3	3	0	1	4	1	4	3	3	2	3	3	2	1	1	1	0	1	3	4	1	2	2	4	2	2	1	2	3	4	2	2	3	1	3	1	3	4	4	4	3	2	1	2	4	1	4	4	2	1	4	1	0	1	2	4	1	3	1	1	4	1	2	2	4	4	4	1	4	2	4	4	1	4	3	3	1	1	4	1	3	2	3	2	4	3	1	3	3	2	4	3	3	3	3	3	3	3	0	3	1	2	1	2	1	1	1	0	4	1	1	0	3	1	1
NTC_G12	NTC	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTC_H02	NTC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NTC_H10	NTC	0	2	0	0	1	0	3	0	0	0	0	0	4	2	4	3	0	0	0	0	0	1	0	0	2	0	1	4	3	1	0	1	1	3	0	0	1	4	3	0	1	1	2	3	0	2	0	3	0	0	0	0	3	3	0	0	4	1	0	1	4	0	0	0	1	3	0	0	1	3	1	4	0	0	2	0	2	1	1	4	1	0	1	4	0	0	1	2	0	1	3	3	3	4	0	1	4	0	0	0	1	0	2	4	4	0	0	3	3	0	0	0	4	3	1	3	0	0	3	0	3	1	0	4	0	3	4	3	3	3	3	0	0	0	0	1	2	3	1	0	0	4	0	1	0	0	0	3
PNA6/271Y1_F09	PNA	1	2	2	4	3	4	3	1	4	4	3	1	4	2	4	3	3	4	4	3	0	1	2	1	2	4	1	2	3	1	2	1	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	3	3	1	3	1	3	0	2	4	0	1	4	1	4	3	4	2	1	4	2	3	3	1	4	1	1	3	2	1	1	1	1	2	1	2	3	4	3	2	3	2	4	1	3	1	1	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	3	1	2	4	4	3	1	1	2	4	2	1	3	3	2	4	1	3	4	1	4	1	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
PNA6/272B1_F08	PNA	3	0	0	4	3	0	0	1	0	0	0	0	0	2	0	3	1	0	0	0	0	1	4	0	0	0	3	4	0	1	2	1	0	0	0	4	1	2	3	2	3	0	0	3	0	4	1	1	3	3	1	0	0	3	4	2	0	0	4	1	4	0	0	0	2	0	0	3	3	1	4	0	4	3	2	1	1	4	1	4	4	2	1	4	3	0	0	0	2	3	3	1	0	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	0	4	4	0	0	0	4	4	0	2	0	0	4	0	0	3	0	3	4	0	1	3	0	3	0	0	0	3	1	0	0	4	1	1	0	3	1	0
PNA6/272B3_F07	PNA	1	1	2	4	3	3	1	1	4	4	3	4	2	2	2	3	1	4	4	4	0	1	4	1	4	2	3	4	2	1	2	1	1	3	4	4	1	2	3	2	3	3	3	3	3	4	1	1	3	3	1	3	4	3	4	2	0	2	4	1	4	1	2	2	2	4	1	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	1	4	3	1	3	2	2	3	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	0	1	3	4	4	3	2	3	3	4	2	1	3	3	3	4	3	1	3	1	3	2	1	2	3	1	3	0	4	1	1	0	3	1	1
PNA6/272X1_G08	PNA	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	2	3	2	3	1	2	3	1	4	1	1	3	3	1	3	3	1	4	2	0	2	2	1	4	3	4	4	2	3	2	3	3	1	4	1	4	1	2	1	1	4	1	4	1	4	3	3	3	1	1	0	2	1	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	1	4	3	3	2	3	1	4	2	1	3	3	3	4	3	1	3	1	3	2	1	2	3	1	1	0	2	1	1	0	1	1	3
PNA6/273M2_A12	PNA	3	2	2	4	1	3	1	1	2	2	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	1	1	3	4	4	1	4	1	4	1	3	2	3	1	4	1	1	3	0	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	3	2	3	1	4	1	4	4	2	1	4	3	1	1	0	2	3	2	1	3	0	2	1	0	3	0	4	3	4	2	4	4	3	2	3	2	1	2	4	4	3	2	1	2	4	2	2	3	1	4	4	3	3	3	3	4	1	3	3	1	3	3	1	4	3	1	1	0	4	1	1	0	3	1	1
PNA6/273M3_E07	PNA	3	2	2	4	1	3	1	1	2	2	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	1	1	3	4	4	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	3	2	3	1	4	1	4	4	2	1	4	3	1	1	0	2	3	2	1	3	0	2	1	0	3	0	4	3	4	2	4	4	3	2	3	2	1	2	4	4	0	2	1	2	4	2	2	3	1	4	4	3	3	3	3	4	1	3	3	1	3	3	1	4	3	1	1	0	4	1	1	0	3	1	1
PNA6/273M4_B12	PNA	3	2	2	4	1	3	1	1	2	2	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	1	1	3	4	4	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	3	2	3	1	4	1	4	4	2	1	4	3	1	1	0	2	3	2	1	3	0	2	1	0	3	0	4	3	4	2	4	4	3	2	3	2	1	2	4	4	0	2	1	2	4	2	2	3	1	4	4	3	3	3	3	4	1	3	3	1	3	3	1	4	3	1	1	0	4	1	1	0	3	1	1
PNA6/273M6_H07	PNA	3	2	2	4	1	3	1	1	2	2	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	1	1	3	4	4	1	4	1	4	1	3	2	3	1	4	1	1	3	1	1	1	3	3	4	4	4	2	4	1	4	3	4	4	1	4	1	1	3	3	4	4	1	3	2	3	1	4	1	4	4	2	1	4	3	1	1	0	2	3	2	1	3	0	2	1	0	3	0	4	3	4	2	4	4	3	2	3	2	1	2	4	4	0	2	1	2	4	2	2	3	1	4	4	3	3	3	3	4	1	3	3	1	3	3	1	4	3	1	1	0	4	1	1	0	3	1	1
RMX6/27X2_H08	RMX	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	2	3	2	3	1	2	3	1	4	1	1	3	3	1	3	3	1	4	2	2	2	2	1	4	3	4	4	2	3	2	3	3	1	4	1	4	1	2	1	1	4	1	4	1	4	3	3	3	1	1	0	2	1	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	1	4	3	3	2	3	1	4	2	1	3	3	3	4	3	1	3	1	3	2	1	2	3	1	1	0	2	1	1	0	1	1	3
RMX6/27X4_E08	RMX	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	2	3	2	3	1	2	3	1	4	1	1	3	3	1	3	3	1	4	2	0	2	2	1	4	3	4	4	2	3	2	0	3	1	4	1	4	1	2	1	1	4	1	4	1	4	3	3	3	0	1	0	2	1	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	1	4	3	3	2	3	1	4	2	1	3	3	3	4	3	1	3	1	3	2	1	2	3	1	1	0	2	1	1	0	1	1	3
UK 1 Abe1_G10	UK	0	2	3	4	0	4	3	1	2	2	1	1	4	2	4	3	1	1	2	3	0	1	4	2	2	4	1	4	3	1	2	2	3	1	3	4	1	2	3	2	3	1	3	3	3	2	3	3	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	2	3	2	0	3	3	1	1	4	3	2	1	1	1	1	4	4	2	3	3	3	1	1	0	2	3	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	1	4	1	0	1	1	2	4	2	1	3	1	2	4	1	3	4	1	4	1	3	3	3	1	3	1	4	3	1	1	0	4	1	1	0	3	1	3
UK 10 Bra1_B03	UK	3	1	2	4	3	4	3	1	4	4	3	1	4	2	4	1	1	1	4	4	3	1	2	2	4	4	3	4	3	1	2	1	3	3	4	2	1	2	3	4	1	3	3	3	1	4	1	1	3	3	3	3	3	3	4	4	0	2	4	1	2	1	2	2	2	4	1	0	1	3	4	1	1	1	4	3	1	1	3	4	4	4	1	3	3	2	3	0	2	3	2	1	1	0	1	1	2	3	4	3	3	2	2	4	2	3	4	3	2	4	2	4	1	3	2	3	4	4	2	2	3	1	0	2	3	1	3	3	4	1	1	1	1	1	2	3	2	3	1	3	0	4	1	3	0	3	1	1
UK 100 Por1_E01	UK	3	2	2	2	1	3	3	3	2	2	3	1	2	3	2	3	1	4	4	3	0	2	4	2	2	4	1	2	2	1	2	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	3	4	4	2	1	2	2	2	3	4	2	2	4	0	1	3	3	4	1	1	1	2	3	1	1	3	2	4	2	3	4	3	1	1	2	2	3	2	3	1	0	2	2	0	4	2	4	1	4	2	1	4	3	2	0	2	1	1	4	4	0	2	1	4	3	2	2	4	1	4	2	1	1	3	1	4	1	3	3	3	0	2	1	2	3	3	0	0	2	1	1	0	1	1	1
UK 102 Hart1_A06	UK	1	2	2	2	3	3	3	1	2	2	1	4	2	2	4	3	1	4	2	4	0	2	2	1	4	2	0	4	2	4	2	2	1	3	3	4	1	2	3	4	1	1	2	3	1	2	3	1	3	1	3	3	3	3	4	4	4	2	2	2	2	3	4	4	1	3	2	3	3	3	1	4	1	1	2	1	1	1	1	4	1	4	1	3	1	2	1	2	2	1	3	1	1	2	1	2	0	4	4	4	3	4	4	4	4	3	4	3	2	1	1	2	1	0	2	3	4	3	2	2	3	1	4	2	1	1	4	3	4	1	3	3	1	1	2	1	2	3	1	1	0	2	3	1	0	1	1	3
UK 103 Cht1_H01	UK	0	0	2	4	1	4	1	3	2	2	1	4	4	2	4	3	0	4	2	3	0	1	2	0	2	4	0	4	0	1	0	2	3	3	4	2	1	4	3	4	0	1	2	3	1	4	1	1	0	3	3	3	3	0	4	0	2	1	2	2	2	0	4	4	1	4	0	1	3	3	4	4	1	1	2	3	1	4	1	4	4	4	3	4	3	1	3	2	2	3	0	1	3	0	1	2	0	3	4	3	3	2	2	1	4	3	4	0	2	4	2	4	0	0	2	1	4	3	2	2	4	1	4	2	1	1	3	1	4	1	3	3	3	3	2	1	2	3	3	1	0	4	1	1	0	3	1	1
UK 105 Whiz1_H02	UK	0	2	2	2	1	4	1	1	4	4	3	4	4	2	2	3	1	4	4	3	0	2	2	0	4	4	3	4	2	1	2	2	3	3	4	2	4	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	0	4	4	2	1	2	2	2	0	4	2	2	4	0	1	3	3	4	1	1	1	2	3	1	4	3	2	4	2	1	4	3	1	3	2	2	3	2	1	3	4	1	2	0	3	0	3	3	2	2	1	4	3	4	3	2	1	2	4	4	0	2	1	4	3	2	2	4	1	4	2	1	1	3	1	4	1	3	3	3	3	2	1	2	3	3	1	0	4	1	1	0	3	1	1
UK 106 Mep 1_B03	UK	0	2	3	4	1	4	1	1	2	2	1	4	4	2	2	3	1	4	4	3	0	2	2	1	2	4	1	4	2	1	2	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	1	1	3	0	3	3	3	1	4	2	2	2	2	2	2	3	4	4	2	4	2	1	3	3	4	1	1	3	0	3	1	4	3	2	1	4	3	4	1	1	1	2	2	3	2	1	1	0	2	2	0	3	4	3	1	2	2	4	2	1	4	0	2	1	2	2	4	4	2	3	2	3	3	2	3	1	4	2	1	1	4	1	4	1	1	3	3	1	3	1	2	3	3	1	0	2	1	1	0	3	1	1
UK 109 She1_E03	UK	3	2	3	4	1	4	1	1	2	2	1	4	4	2	2	3	1	4	4	3	0	2	2	1	2	4	1	4	2	1	2	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	1	1	3	0	3	3	3	1	4	2	2	2	2	2	2	3	4	4	2	4	2	1	3	3	4	1	1	3	4	3	1	4	3	2	1	4	3	4	1	1	1	2	2	3	2	1	1	0	2	2	0	3	4	3	1	2	2	4	2	1	4	0	2	1	2	2	4	0	2	3	2	3	3	2	3	1	4	2	1	1	4	1	4	1	1	3	3	1	3	1	2	3	3	1	0	2	1	1	0	3	1	1
UK 11 Brm1_D11	UK	3	1	2	4	3	4	3	1	4	4	3	1	4	2	4	1	1	1	4	4	3	1	2	2	4	4	3	4	3	1	0	1	3	3	4	2	1	2	3	4	1	3	3	3	1	4	1	1	3	3	3	3	3	3	4	4	2	2	4	1	2	1	2	2	2	4	0	0	1	3	4	1	1	1	4	3	1	1	3	4	4	4	1	3	3	2	3	0	2	3	2	1	1	0	1	1	2	3	4	3	3	2	2	4	2	3	4	3	2	4	2	4	1	0	2	3	4	4	2	2	3	1	2	2	3	1	3	3	4	1	1	1	1	0	2	3	2	3	1	3	0	4	1	3	0	3	1	1
UK 115 Kla1_D03	UK	0	2	2	2	1	4	1	3	4	2	3	4	4	2	2	3	1	4	4	3	0	2	4	2	2	4	1	2	2	1	0	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	1	1	3	3	3	3	3	3	4	0	2	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	1	2	3	1	1	3	2	4	2	3	4	3	1	3	0	2	3	2	1	3	0	1	2	0	3	0	3	3	2	2	1	4	3	2	3	2	1	2	4	4	0	2	1	4	3	2	2	4	1	4	2	1	1	3	1	4	1	3	3	3	3	2	1	2	3	3	1	0	4	1	1	0	3	1	1
UK 116 LCa1_C03	UK	1	1	2	4	1	4	3	1	2	2	3	1	2	2	2	1	1	4	2	3	3	1	4	2	2	4	1	2	2	1	2	2	1	1	4	4	1	4	1	4	3	3	2	3	3	2	1	3	3	3	1	3	3	1	2	2	2	2	4	1	2	3	4	2	1	3	1	1	1	1	1	4	1	3	2	1	1	1	1	4	1	2	1	4	3	1	3	2	2	3	3	1	1	0	2	2	0	4	4	4	3	4	4	4	2	1	4	0	2	4	2	4	4	3	1	1	2	3	2	1	3	3	2	2	3	1	4	1	3	3	3	1	1	3	2	1	2	1	3	1	0	4	3	3	0	1	1	3
UK 117 ChK1_G08	UK	3	2	3	4	3	4	3	1	2	2	1	1	2	2	2	3	3	4	2	3	0	1	4	1	2	4	0	4	3	1	2	2	3	3	3	4	1	2	3	4	1	1	3	3	1	2	3	1	1	0	3	1	3	1	2	4	4	1	4	1	2	3	4	2	2	3	2	3	3	3	1	4	1	3	4	1	1	4	1	4	4	2	1	3	3	2	1	2	2	3	3	1	3	0	1	1	0	4	4	4	1	4	4	4	4	3	4	3	2	1	1	2	1	3	2	1	4	3	2	1	3	1	2	2	1	1	4	1	3	1	1	3	1	1	3	3	4	3	1	3	0	2	1	1	0	1	1	3
UK 118 Ken1_F03	UK	0	2	3	4	3	4	1	1	2	2	1	4	2	3	2	3	1	1	2	4	0	1	2	2	2	4	1	4	0	1	2	2	1	1	4	2	4	2	3	4	1	3	2	1	3	4	3	1	3	0	3	3	3	1	4	2	2	2	2	2	2	3	4	2	2	3	0	1	3	3	4	1	1	3	4	3	1	1	1	4	4	2	3	4	1	1	1	2	2	3	2	1	1	0	2	1	0	4	4	4	3	4	2	4	4	3	2	3	2	1	2	2	4	0	1	3	2	3	3	2	3	1	2	2	3	1	3	3	4	1	3	1	1	1	3	1	2	3	3	1	0	2	1	1	0	3	1	1
UK 119 Mal1_G03	UK	0	1	3	4	1	4	1	1	2	2	1	1	4	3	4	1	1	4	2	3	0	1	2	1	4	4	0	4	3	1	2	2	1	1	4	2	4	2	3	4	1	3	2	3	1	2	3	1	3	0	3	1	3	1	4	2	2	2	2	1	2	3	4	2	2	4	1	0	3	3	1	1	1	3	4	3	1	4	3	2	4	2	1	4	1	2	1	0	4	3	3	1	1	2	1	1	0	3	4	4	3	2	4	4	2	1	2	4	2	4	2	2	4	3	2	1	4	4	2	2	3	3	2	2	1	1	4	3	4	3	3	1	3	1	3	1	2	3	1	3	0	2	1	3	0	1	1	1
UK 12 Bur 1_C01	UK	1	1	3	2	1	3	1	1	4	4	1	1	2	3	2	3	1	4	2	4	0	1	2	2	2	4	0	4	2	1	4	2	1	1	3	2	4	2	3	4	3	3	2	1	3	4	3	3	1	1	3	1	3	1	4	0	4	1	2	2	2	3	4	2	2	4	2	0	3	1	1	4	1	3	2	3	1	1	3	2	0	4	1	4	3	2	1	0	2	1	2	3	3	0	1	1	0	4	4	3	3	4	2	4	4	3	2	3	0	4	1	0	1	0	1	1	2	4	3	2	4	1	2	2	1	3	4	3	4	1	3	1	3	1	3	1	2	3	1	3	0	2	3	1	0	1	1	3
UK 121 Led1_B10	UK	0	2	3	2	1	4	3	3	2	4	3	4	2	2	4	1	3	1	2	4	0	1	2	2	2	2	1	4	2	1	2	2	3	1	3	4	1	2	3	2	3	1	2	3	3	2	3	3	3	0	3	3	3	3	2	4	4	2	4	1	2	3	4	4	2	4	2	1	3	3	1	4	1	3	2	1	1	4	1	4	4	4	1	4	3	1	3	2	4	1	3	3	1	2	1	1	0	3	0	3	3	4	4	4	4	3	2	3	3	1	1	4	1	3	2	3	2	4	3	2	3	3	4	2	1	1	4	3	4	1	1	1	3	1	2	1	4	3	1	1	0	2	1	1	0	1	1	1
UK 122 Bad1_A08	UK	0	2	3	2	1	4	0	3	2	4	3	4	2	0	0	1	0	1	0	4	0	0	0	0	2	2	1	4	0	0	2	2	0	0	3	0	1	0	3	2	0	0	2	3	3	2	3	3	3	0	3	3	3	0	2	4	4	2	4	1	0	0	0	4	0	4	0	1	3	3	0	0	1	3	2	0	1	4	1	4	4	0	1	4	3	1	0	0	4	1	0	3	1	2	1	1	0	3	0	3	3	4	4	4	4	3	2	3	3	1	1	4	1	0	2	3	2	4	0	2	3	3	4	2	1	1	4	3	4	1	0	1	3	1	2	0	4	0	1	1	0	2	0	1	0	1	1	1
UK 123 Cor1_C10	UK	0	2	2	2	1	3	3	1	2	4	3	1	2	3	2	3	1	4	2	3	0	0	2	1	4	4	3	4	3	1	2	2	1	3	3	4	4	2	3	4	1	1	2	3	1	4	1	1	3	0	3	3	4	1	4	0	4	2	2	1	2	3	4	2	2	4	0	1	3	3	4	1	1	1	2	3	1	4	3	4	4	4	1	4	3	2	1	2	2	3	2	3	1	0	2	2	0	4	2	4	1	4	4	4	2	3	2	0	2	1	1	4	4	0	2	3	4	4	2	2	3	3	2	2	3	1	4	3	4	1	0	3	1	3	2	1	2	3	1	3	0	2	1	1	0	1	1	1
UK 126 War1_G07	UK	1	1	3	2	3	4	1	1	4	2	1	1	2	3	2	3	0	4	2	4	0	1	4	2	2	2	1	2	2	4	2	1	1	3	3	4	1	2	3	4	3	3	2	3	3	4	1	3	3	3	3	3	3	3	4	4	0	1	2	1	4	3	4	2	1	3	2	3	3	3	1	4	1	3	2	1	1	4	1	4	1	2	1	3	3	1	1	2	2	1	2	1	1	2	2	1	2	4	0	3	3	2	4	4	4	1	2	4	3	4	1	4	1	0	1	1	2	3	3	2	3	1	4	2	1	3	4	3	4	1	1	1	3	0	3	3	2	3	1	1	0	2	3	1	0	3	1	3
UK 129 Tri1_E12	UK	3	2	2	4	1	3	3	1	2	4	3	4	2	2	2	1	1	4	4	4	0	1	2	1	2	4	0	4	2	1	2	2	3	3	3	4	1	4	1	4	3	3	2	3	3	2	1	1	1	1	1	3	4	1	2	2	4	2	2	1	2	3	4	2	2	3	1	3	1	3	4	4	4	3	2	1	2	4	1	4	4	2	1	4	1	1	1	2	4	1	3	1	1	0	1	2	2	4	4	4	1	4	2	4	4	1	4	3	3	1	1	4	1	3	2	3	2	4	3	1	3	3	2	4	3	3	3	3	3	3	3	1	3	1	2	1	2	1	1	1	0	4	1	1	0	3	1	1
UK 13 Cal 2_D01	UK	1	1	3	2	1	3	1	1	4	4	1	1	0	3	2	3	1	4	2	4	0	1	2	0	2	4	3	4	2	1	4	2	1	1	3	2	4	2	0	4	3	3	2	1	3	4	3	3	1	1	3	1	3	1	4	0	4	1	2	2	2	3	4	2	2	4	2	3	3	1	1	4	1	3	2	3	1	1	3	2	4	4	1	4	3	2	1	0	2	1	2	3	3	0	1	1	0	4	4	3	3	4	2	4	4	0	2	3	0	4	1	4	1	4	1	1	2	4	3	0	4	1	2	2	1	3	4	3	4	1	3	1	3	1	3	1	2	3	1	3	0	2	3	1	0	1	1	3
UK 133 Ard 1_A03	UK	1	1	3	2	1	3	1	1	4	2	1	4	2	3	2	3	1	1	2	4	0	1	2	2	2	4	3	4	3	4	2	1	1	3	3	4	1	4	3	4	3	3	2	1	1	2	3	3	3	1	1	3	3	1	4	4	4	1	2	2	2	3	4	4	1	4	2	3	3	1	1	1	1	3	4	3	1	4	3	2	4	4	1	4	3	2	1	2	2	1	3	1	3	0	1	1	0	3	4	3	1	2	4	4	4	1	2	3	3	4	1	4	1	0	1	1	2	3	3	2	3	1	4	2	1	3	4	3	4	1	3	1	3	1	2	1	2	3	1	3	0	2	1	3	0	1	1	3
UK 134 Ard2_H07	UK	1	1	3	2	1	3	1	1	4	2	1	4	2	3	2	3	1	1	2	4	0	1	2	2	2	4	0	4	0	4	2	1	1	3	3	0	1	4	3	4	3	3	2	1	1	2	0	3	3	0	0	3	3	1	4	4	4	1	2	2	2	3	4	4	1	4	0	0	3	1	1	1	1	3	4	3	1	4	3	2	4	4	1	4	3	2	1	2	2	1	3	1	3	0	1	1	0	3	4	3	1	2	4	4	4	0	2	3	3	4	1	4	1	0	1	1	2	3	3	2	3	1	4	2	1	3	4	3	4	1	3	1	3	1	2	1	2	3	1	3	0	2	1	3	0	1	1	3
